Point Number;X cooridnate;Y coordinate;Z coordinate
7533;314;23;603
7534;658;948;-430
7535;-23;-615;659
7536;-253;616;-198
7537;-669;-170;4
7538;-696;-412;-167
7539;-580;25;657
7540;656;-624;-559
7541;527;-410;-752
7542;-168;352;-637
7543;-845;-758;869
7544;788;21;-571
7545;-478;-17;909
7546;-47;-195;66
7547;359;236;665
7548;-136;-293;66
7549;-564;-861;-3
7550;587;868;587
7551;-604;-586;729
7552;-571;-755;-171
7553;-114;-99;242
7554;604;-408;-765
7555;528;653;-619
7556;-163;75;-584
7557;-112;-89;57
7558;118;8;756
7559;-107;762;-849
7560;691;770;-426
7561;-508;-31;63
7562;-609;-710;710
7563;354;138;562
7564;12;526;-808
7565;702;862;622
7566;-87;-368;-6
7567;-228;-148;-721
7568;179;510;321
7569;-79;16;-765
7570;-211;414;-764
7571;-788;551;282
7572;-171;503;-632
7573;811;-648;-584
7574;647;-514;-542
7575;-254;-62;-649
7576;-398;-246;835
7577;-234;-752;588
7578;-717;-805;945
7579;-665;449;-171
7580;-595;-211;627
7581;648;796;815
7582;-669;482;610
7583;655;635;813
7584;587;-533;-439
7585;-218;-317;358
7586;733;-652;-523
7587;-734;-626;821
7588;690;484;-365
7589;-730;-445;-183
7590;-561;-766;-736
7591;-781;-619;644
7592;-347;658;-653
7593;-297;-62;-605
7594;-661;115;-3
7595;436;113;-477
7596;-461;-16;520
7597;-47;696;79
7598;152;-145;-342
7599;-970;-778;712
7600;560;336;16
7601;-45;-372;379
7602;-124;37;-751
7603;-171;-162;-443
7604;-86;-278;-45
7605;-678;-60;117
7606;-37;547;-634
7607;753;579;-310
7608;644;535;-303
7609;147;75;473
7610;-689;716;550
7611;446;-556;674
7612;475;83;-18
7613;-632;560;398
7614;-476;-114;-130
7615;171;-521;-542
7616;-496;-83;-3
7617;-610;784;-206
7618;252;-430;-496
7619;187;761;67
7620;572;-601;530
7621;243;78;482
7622;31;-685;579
7623;-709;332;656
7624;-767;-620;623
7625;-595;44;-215
7626;-664;566;351
7627;230;324;-100
7628;-315;684;-755
7629;-670;-695;725
7630;177;722;280
7631;-661;-154;833
7632;-250;-203;644
7633;-745;-607;663
7634;-592;115;-64
7635;89;-213;-620
7636;214;206;461
7637;-513;29;769
7638;-415;405;-166
7639;-261;-584;561
7640;-600;-738;-496
7641;-730;729;455
7642;454;680;545
7643;-659;626;627
7644;248;726;351
7645;-358;-31;595
7646;640;737;956
7647;-13;-417;100
7648;-647;-115;688
7649;482;91;-177
7650;-121;-134;278
7651;-271;-500;766
7652;567;66;-532
7653;-594;-861;682
7654;125;107;561
7655;-647;-770;-246
7656;613;-489;349
7657;293;252;681
7658;686;-578;-541
7659;364;-280;-517
7660;-530;-668;-144
7661;227;-284;-515
7662;-693;-759;7
7663;-749;-479;33
7664;-901;-837;673
7665;303;37;551
7666;-247;534;-673
7667;-498;-731;-108
7668;356;-253;-325
7669;-223;53;-802
7670;250;-301;-225
7671;-622;640;372
7672;-866;-139;-145
7673;-32;652;81
7674;33;-518;588
7675;-172;74;-416
7676;281;789;230
7677;-646;41;-254
7678;-811;-621;-142
7679;598;-345;543
7680;-372;708;-311
7681;664;-422;-694
7682;-718;-198;-32
7683;-878;458;583
7684;-340;-686;-555
7685;-167;-109;-515
7686;680;634;918
7687;-541;-665;836
7688;-571;801;-246
7689;736;75;-568
7690;494;846;621
7691;308;426;58
7692;-578;79;-133
7693;37;-423;-633
7694;376;333;61
7695;524;26;-579
7696;-184;-465;409
7697;122;841;267
7698;52;-223;-414
7699;557;168;-759
7700;-739;-103;73
7701;-529;-130;-205
7702;-234;-53;771
7703;-774;396;680
7704;721;-265;-574
7705;-311;134;-501
7706;-705;-548;825
7707;642;663;658
7708;-553;-36;-221
7709;190;706;261
7710;628;160;-337
7711;-529;-765;-236
7712;-352;-637;-665
7713;753;806;575
7714;188;110;387
7715;469;490;-108
7716;-626;-643;36
7717;649;846;913
7718;654;790;-245
7719;60;37;490
7720;-447;71;657
7721;322;140;-11
7722;118;545;212
7723;-665;-727;-680
7724;-468;-400;-673
7725;-496;-648;-741
7726;-216;-458;483
7727;-204;-171;127
7728;-67;610;182
7729;519;795;495
7730;631;-388;334
7731;584;767;494
7732;488;83;-682
7733;244;-33;633
7734;154;-180;-274
7735;-138;-770;695
7736;-57;20;-696
7737;-629;-547;605
7738;432;708;667
7739;624;175;-705
7740;-353;576;-19
7741;-686;439;-212
7742;719;726;668
7743;753;832;-316
7744;276;-400;-324
7745;330;-413;-560
7746;-687;678;355
7747;-539;494;494
7748;507;672;-370
7749;-485;588;14
7750;725;186;-721
7751;561;648;-300
7752;682;-527;452
7753;630;669;796
7754;-269;-64;790
7755;535;-306;620
7756;600;-553;-613
7757;97;479;256
7758;-451;-105;612
7759;-520;-147;873
7760;15;189;-635
7761;550;763;714
7762;-261;525;-218
7763;119;-454;-320
7764;544;227;-140
7765;-210;111;-455
7766;-427;-529;-538
7767;426;626;-418
7768;-302;606;-605
7769;141;853;183
7770;-7;99;-720
7771;594;769;733
7772;-873;424;329
7773;-613;-445;-138
7774;548;-52;-648
7775;-630;-127;887
7776;-509;-450;-119
7777;415;57;530
7778;791;754;813
7779;-187;-770;622
7780;541;692;-604
7781;493;-460;284
7782;-357;-698;-726
7783;450;-607;688
7784;-144;424;-837
7785;-106;436;-762
7786;281;165;54
7787;45;680;-587
7788;678;-438;507
7789;398;150;15
7790;165;788;322
7791;401;188;636
7792;592;639;897
7793;611;549;-408
7794;572;415;-29
7795;-604;636;620
7796;-113;-843;553
7797;-626;-703;-526
7798;-88;766;-659
7799;296;-248;-541
7800;613;570;799
7801;-768;-270;-96
7802;479;548;703
7803;-586;-767;-570
7804;-501;-668;-97
7805;-338;183;-550
7806;-414;-15;707
7807;76;-210;203
7808;-336;-303;230
7809;-59;-498;190
7810;-293;-126;665
7811;157;896;185
7812;-574;-600;-874
7813;792;-321;-592
7814;717;323;-593
7815;-785;-774;537
7816;568;96;-353
7817;523;758;723
7818;380;722;832
7819;-271;-354;196
7820;-232;-670;635
7821;715;241;-503
7822;631;-698;-619
7823;-262;-606;644
7824;322;353;-33
7825;-669;-697;-613
7826;258;688;378
7827;-820;-689;621
7828;741;-321;-643
7829;434;-214;517
7830;525;96;-398
7831;-677;75;-140
7832;579;870;-602
7833;470;703;684
7834;581;892;747
7835;-133;773;-651
7836;-653;-552;-688
7837;262;258;-166
7838;309;843;268
7839;-694;-930;802
7840;-714;21;-100
7841;621;885;-387
7842;603;434;-138
7843;-548;-51;-225
7844;-850;590;349
7845;-74;-210;330
7846;-546;-367;765
7847;534;610;588
7848;211;213;605
7849;-41;-428;-483
7850;-601;-5;112
7851;198;722;367
7852;-172;36;-582
7853;-138;379;-745
7854;-50;659;-822
7855;-199;114;-523
7856;-589;442;462
7857;-683;335;365
7858;816;-326;-501
7859;-624;630;-360
7860;186;727;-2
7861;386;274;64
7862;-217;-420;267
7863;450;766;-503
7864;-748;-603;632
7865;747;-594;-703
7866;723;302;-646
7867;-375;-702;-691
7868;-63;-100;142
7869;241;-216;-618
7870;188;-222;-592
7871;-776;604;288
7872;-16;829;271
7873;-339;633;-48
7874;696;486;-379
7875;-592;-194;-162
7876;696;495;-447
7877;-481;68;696
7878;-850;-774;885
7879;686;-269;-686
7880;58;-127;168
7881;314;214;138
7882;300;-331;-578
7883;-153;167;-597
7884;456;-577;448
7885;628;-45;-747
7886;-69;22;-779
7887;769;-444;-748
7888;3;-432;-361
7889;-366;-210;499
7890;-10;647;-793
7891;-249;-368;-5
7892;832;-364;-752
7893;-19;-136;12
7894;-48;792;182
7895;-652;-402;-75
7896;-542;-562;-265
7897;-148;401;-608
7898;436;-538;667
7899;752;889;640
7900;-646;-512;-156
7901;-815;465;537
7902;-582;-578;-712
7903;801;656;707
7904;-656;-773;-82
7905;-129;489;-464
7906;537;877;-392
7907;-425;-591;-812
7908;578;641;-320
7909;701;-289;-554
7910;-281;-445;169
7911;-48;595;-534
7912;-537;-829;-760
7913;-199;-399;151
7914;-446;-758;19
7915;894;-493;-495
7916;-248;-132;41
7917;-743;377;348
7918;-14;-201;-418
7919;336;604;273
7920;-236;-192;-550
7921;-569;-695;634
7922;902;-456;-612
7923;-23;769;46
7924;619;280;-454
7925;-534;-451;-632
7926;723;635;678
7927;-504;-660;-450
7928;-287;-364;306
7929;-166;620;-820
7930;-240;-173;231
7931;-568;-135;631
7932;-813;-578;622
7933;174;-11;521
7934;-662;-84;-8
7935;-585;18;-48
7936;456;919;755
7937;-405;632;-710
7938;342;-483;466
7939;-172;128;-500
7940;599;-516;546
7941;665;344;-586
7942;-570;-754;-491
7943;-185;-57;-576
7944;-929;-696;658
7945;476;617;-391
7946;701;151;-686
7947;-523;571;359
7948;-10;547;230
7949;130;-502;-369
7950;-78;99;-720
7951;-566;695;-156
7952;-66;449;-834
7953;720;844;811
7954;-293;-695;-697
7955;-679;733;-256
7956;140;7;779
7957;214;663;400
7958;-622;-111;-60
7959;123;-377;-692
7960;628;-344;585
7961;290;125;-183
7962;-633;677;-250
7963;-12;-547;563
7964;-481;-256;695
7965;-534;-230;564
7966;153;-358;-325
7967;526;486;-165
7968;-550;-450;-527
7969;647;-411;-531
7970;-563;-67;628
7971;-150;-756;428
7972;691;-295;-764
7973;-485;-448;-53
7974;238;257;422
7975;-467;-69;796
7976;585;-437;644
7977;747;161;-411
7978;-88;487;-717
7979;-297;710;-169
7980;758;873;621
7981;-652;503;487
7982;-597;-676;-204
7983;-712;-223;-52
7984;417;283;-193
7985;293;164;595
7986;-435;551;-10
7987;545;372;-101
7988;147;-87;702
7989;640;512;-382
7990;-848;-870;642
7991;32;-594;459
7992;-306;-644;716
7993;444;215;-546
7994;354;328;-201
7995;-471;-339;761
7996;-695;-747;-170
7997;187;671;243
7998;-454;531;-419
7999;540;868;566
8000;759;702;-470
8001;324;-321;478
8002;-691;546;435
8003;-488;-759;-197
8004;672;680;813
8005;724;635;578
8006;384;161;-86
8007;-376;529;-251
8008;592;699;-437
8009;-519;18;606
8010;599;-459;-737
8011;-84;-407;85
8012;-664;-551;-233
8013;391;12;-492
8014;128;677;111
8015;541;23;-736
8016;-662;-682;924
8017;-624;-497;744
8018;-616;610;-263
8019;-768;668;615
8020;495;800;-288
8021;-233;-597;527
8022;-619;567;-308
8023;-860;597;495
8024;234;-411;-436
8025;769;-434;-772
8026;-690;-621;-322
8027;-100;-282;6
8028;-205;-22;-817
8029;-490;-22;-289
8030;672;65;-552
8031;-668;664;442
8032;195;-240;-504
8033;-803;-628;635
8034;-194;177;-498
8035;239;715;-21
8036;-161;-137;-761
8037;-419;721;-188
8038;-296;515;-580
8039;-637;-251;837
8040;-598;-767;45
8041;-789;-24;66
8042;55;49;559
8043;618;-523;592
8044;828;-347;-581
8045;254;353;604
8046;651;568;-535
8047;183;-84;714
8048;553;595;559
8049;-154;667;-911
8050;-320;-169;326
8051;-789;-548;-139
8052;-17;-234;227
8053;-230;-565;812
8054;-499;-765;2
8055;791;-414;-507
8056;-110;-466;492
8057;-747;-780;-14
8058;-424;-434;-521
8059;-138;10;-774
8060;-77;-233;346
8061;-331;527;-646
8062;13;610;363
8063;-522;651;-76
8064;-26;805;343
8065;541;-573;628
8066;126;-315;-279
8067;-308;456;-195
8068;679;735;-270
8069;95;-254;-585
8070;-656;-881;-104
8071;-366;-594;630
8072;88;-196;-542
8073;-795;-513;756
8074;-664;-116;-219
8075;129;781;429
8076;251;-355;-387
8077;516;791;610
8078;-108;-394;674
8079;-228;-87;-587
8080;679;-527;-450
8081;476;-28;-628
8082;633;755;-481
8083;-273;-213;758
8084;-41;98;-518
8085;-660;-552;-138
8086;-147;-713;761
8087;-282;28;722
8088;143;168;771
8089;83;-394;-661
8090;-40;-409;244
8091;-601;-658;715
8092;632;-601;369
8093;642;598;528
8094;530;887;-452
8095;700;814;-339
8096;682;149;-751
8097;692;-449;398
8098;-233;738;-723
8099;-489;371;408
8100;-531;-520;-602
8101;-500;0;-47
8102;619;-667;533
8103;721;858;-426
8104;-700;477;492
8105;171;830;205
8106;506;784;-269
8107;-677;-855;-62
8108;-610;-555;-236
8109;-185;-334;110
8110;663;821;596
8111;-164;-492;113
8112;-951;-757;638
8113;-205;592;-771
8114;-269;485;-790
8115;-356;730;-713
8116;-351;-359;158
8117;-34;-330;40
8118;-720;-583;872
8119;-277;-24;-640
8120;-542;129;-180
8121;28;-595;451
8122;8;734;-703
8123;-708;-71;28
8124;602;-14;-731
8125;688;-526;-574
8126;-377;-60;903
8127;198;145;772
8128;45;88;778
8129;-112;613;-799
8130;457;-526;469
8131;634;-560;700
8132;-771;-121;-173
8133;-781;305;367
8134;-414;731;-121
8135;146;586;190
8136;-31;865;178
8137;-350;-58;640
8138;-196;-72;-700
8139;-897;597;450
8140;-169;455;-601
8141;293;575;113
8142;-229;-188;685
8143;601;-430;-656
8144;744;-396;-558
8145;34;-609;480
8146;-249;-276;137
8147;585;-612;-531
8148;59;-651;617
8149;-342;-629;-671
8150;-54;108;-755
8151;242;298;0
8152;-628;-810;-157
8153;72;-226;-610
8154;-489;-377;662
8155;586;-624;-621
8156;453;109;-178
8157;-764;-461;-192
8158;-486;-29;765
8159;78;676;189
8160;-181;-81;-457
8161;-756;37;-165
8162;-835;-760;638
8163;295;663;334
8164;-231;520;-752
8165;-133;-490;441
8166;137;11;725
8167;-571;634;637
8168;-322;-632;-695
8169;205;-65;718
8170;-662;-800;640
8171;-201;-84;-516
8172;790;838;-360
8173;462;159;-577
8174;-684;-794;-184
8175;92;-311;203
8176;-722;527;494
8177;-646;606;-352
8178;398;199;583
8179;148;-313;-332
8180;560;109;-460
8181;-492;703;-336
8182;351;-414;-424
8183;359;769;196
8184;-500;-725;-211
8185;457;879;607
8186;550;-619;-619
8187;834;779;666
8188;-286;-523;525
8189;-705;-24;-202
8190;-48;81;605
8191;-332;-637;-711
8192;736;899;-469
8193;17;-426;-454
8194;-562;-75;701
8195;-108;-300;44
8196;-168;-485;435
8197;-637;697;351
8198;540;-210;528
8199;-517;625;-367
8200;264;308;673
8201;-47;-80;-475
8202;-525;436;650
8203;-182;-311;314
8204;-584;-108;-113
8205;-122;-615;517
8206;-619;-838;552
8207;-496;-653;-839
8208;745;859;724
8209;-382;-745;-814
8210;574;-113;-580
8211;49;-422;-611
8212;-227;-379;131
8213;750;168;-675
8214;-616;-549;-475
8215;656;776;-524
8216;-613;38;-253
8217;-605;542;-85
8218;-90;380;-645
8219;776;7;-564
8220;-391;624;-631
8221;-906;543;502
8222;739;-464;-498
8223;53;487;-752
8224;-581;691;-122
8225;-607;-843;-81
8226;-104;-800;608
8227;-629;637;486
8228;-57;509;-777
8229;-312;-65;-734
8230;-414;-141;695
8231;-88;95;-492
8232;742;862;747
8233;-701;655;-261
8234;-25;-339;317
8235;-600;-691;-195
8236;-90;-601;808
8237;26;151;443
8238;726;-460;412
8239;-172;-262;107
8240;333;-237;-466
8241;-141;-723;715
8242;455;21;-705
8243;595;-340;-559
8244;603;151;-491
8245;688;765;759
8246;-174;427;-782
8247;-86;220;-506
8248;-657;632;-394
8249;614;541;-584
8250;-438;-742;-162
8251;799;778;584
8252;-74;-138;-685
8253;-750;-890;779
8254;324;369;-268
8255;342;364;-50
8256;-508;-346;812
8257;255;-443;-553
8258;-749;442;360
8259;721;97;-672
8260;2;542;73
8261;-682;128;-210
8262;604;210;-161
8263;-211;615;-657
8264;-702;-717;825
8265;893;-391;-702
8266;-109;655;168
8267;-673;-620;-187
8268;31;-427;-463
8269;730;-489;-597
8270;-90;-281;370
8271;-921;518;514
8272;-267;40;-391
8273;-365;100;-645
8274;-654;-579;641
8275;-229;-213;643
8276;518;805;652
8277;93;130;553
8278;735;-487;396
8279;-616;505;615
8280;556;763;-596
8281;194;603;123
8282;-825;-733;-172
8283;-320;72;-523
8284;350;442;-174
8285;571;-579;342
8286;759;825;-353
8287;-184;391;-661
8288;-729;-661;86
8289;-558;-705;-853
8290;290;-249;-342
8291;750;235;-494
8292;-165;-355;269
8293;-25;726;-711
8294;481;756;543
8295;-494;-723;-30
8296;-256;-368;187
8297;219;294;-219
8298;-224;-524;562
8299;-523;638;-262
8300;-344;-631;-783
8301;147;-235;-647
8302;507;-443;397
8303;505;-352;615
8304;366;-372;557
8305;67;568;127
8306;-638;132;-200
8307;379;-299;-545
8308;523;55;-660
8309;707;658;-237
8310;-705;-845;-83
8311;-661;386;358
8312;-1;109;541
8313;662;772;574
8314;-728;578;304
8315;-548;599;-130
8316;-138;-338;13
8317;-165;-83;86
8318;-340;566;-589
8319;658;646;-344
8320;-288;-678;401
8321;418;467;-135
8322;-18;-6;-705
8323;622;-469;-786
8324;-861;-161;-171
8325;-692;590;-278
8326;-59;184;-574
8327;-231;-270;279
8328;249;209;-206
8329;785;-435;-463
8330;-379;-342;767
8331;226;-47;531
8332;-576;-716;-666
8333;-761;-912;781
8334;518;-409;-660
8335;217;920;222
8336;624;-456;287
8337;-422;543;-413
8338;393;-259;-480
8339;419;769;780
8340;695;692;561
8341;440;-287;534
8342;603;673;798
8343;-144;127;-693
8344;418;757;779
8345;-247;-267;169
8346;220;797;347
8347;317;228;531
8348;13;643;186
8349;-132;475;-609
8350;-943;-718;631
8351;196;78;615
8352;159;-30;677
8353;-586;-6;841
8354;-564;496;396
8355;-221;562;-823
8356;367;-426;654
8357;-165;-107;-518
8358;-334;-664;-611
8359;-387;-642;-768
8360;-205;142;-512
8361;-402;622;-667
8362;609;-639;-628
8363;-607;-757;-796
8364;-635;561;542
8365;581;-307;623
8366;-642;342;630
8367;-408;-130;-108
8368;382;259;102
8369;419;659;665
8370;208;237;712
8371;78;274;538
8372;156;97;554
8373;-277;-65;146
8374;-790;-551;863
8375;-582;-725;620
8376;-596;-742;-125
8377;-144;-631;836
8378;835;692;761
8379;648;185;-531
8380;161;150;448
8381;220;762;28
8382;-725;-713;677
8383;-551;783;-187
8384;-253;428;-641
8385;781;-517;-454
8386;761;241;-573
8387;396;-420;686
8388;-583;749;-165
8389;-666;-561;-134
8390;447;142;-160
8391;-141;131;-421
8392;688;658;852
8393;239;403;-135
8394;-380;-790;-662
8395;236;-72;588
8396;107;-394;-281
8397;631;833;-666
8398;231;269;611
8399;307;262;742
8400;710;697;-682
8401;91;548;366
8402;-409;-564;-535
8403;-385;-569;622
8404;-139;-758;755
8405;-614;-68;835
8406;669;573;687
8407;-723;-841;-93
8408;760;65;-717
8409;640;-70;-507
8410;-554;-101;-247
8411;292;-241;-647
8412;459;-600;-586
8413;596;360;-84
8414;225;635;-9
8415;594;559;897
8416;-262;-110;-421
8417;-707;13;-318
8418;-503;-40;-189
8419;382;23;-570
8420;762;737;-296
8421;-135;747;-575
8422;490;-542;-620
8423;518;195;-607
8424;-72;-197;-40
8425;451;99;-526
8426;853;-621;-717
8427;-730;-671;-254
8428;-182;-386;186
8429;-837;551;444
8430;724;-635;-741
8431;259;-417;-370
8432;322;482;14
8433;-458;-629;-553
8434;-281;-753;620
8435;-773;-527;708
8436;-532;-550;-799
8437;-538;-280;738
8438;-282;124;-743
8439;-360;404;-259
8440;-552;413;326
8441;97;767;81
8442;-472;-125;836
8443;-653;-797;668
8444;-211;-151;-573
8445;448;-530;662
8446;-874;-887;745
8447;-138;-213;-511
8448;-363;-209;230
8449;595;848;692
8450;316;755;95
8451;-696;-543;133
8452;469;608;897
8453;823;706;-434
8454;-460;10;782
8455;-678;-655;-146
8456;576;201;-402
8457;-24;854;258
8458;-440;-540;-696
8459;506;834;-563
8460;-728;-764;5
8461;-717;-656;-206
8462;570;131;-730
8463;-625;-718;942
8464;-653;468;529
8465;321;-579;458
8466;-165;-352;78
8467;-762;546;518
8468;609;196;-46
8469;-652;348;524
8470;-294;529;-209
8471;665;262;-487
8472;-639;-751;-199
8473;-224;-124;276
8474;-501;-739;27
8475;200;76;833
8476;-744;124;-167
8477;484;163;-611
8478;-102;534;-756
8479;471;-490;457
8480;592;-675;527
8481;388;-399;443
8482;-355;-599;-746
8483;-755;-673;-202
8484;-677;249;536
8485;552;-381;317
8486;-6;-626;766
8487;-706;471;480
8488;348;131;-625
8489;123;-78;665
8490;479;-268;434
8491;-74;12;-786
8492;-851;-675;776
8493;227;-297;-477
8494;-415;-725;-514
8495;538;35;-599
8496;107;696;-41
8497;366;143;613
8498;-808;322;444
8499;-649;-292;732
8500;-480;489;-154
8501;-252;228;-691
8502;427;-446;698
8503;814;-459;-725
8504;-190;797;-811
8505;-758;-705;29
8506;744;835;-603
8507;118;176;579
8508;835;769;-318
8509;295;-382;-241
8510;-289;-551;543
8511;643;626;-400
8512;657;-480;699
8513;-584;-10;106
8514;327;307;670
8515;41;-42;589
8516;102;853;222
8517;-691;-796;892
8518;-608;562;267
8519;452;789;703
8520;-255;-144;686
8521;464;34;-423
8522;505;676;597
8523;470;248;71
8524;119;-361;-671
8525;-796;-623;-128
8526;458;-545;-609
8527;-531;463;366
8528;73;-333;83
8529;-835;-78;-240
8530;-513;-644;795
8531;-41;-767;675
8532;-348;562;-267
8533;-790;-57;60
8534;632;-541;326
8535;-440;749;-315
8536;661;-111;-509
8537;832;781;-544
8538;-118;-184;-610
8539;-610;-634;-146
8540;183;48;819
8541;316;-339;-354
8542;77;-555;-501
8543;-503;-237;630
8544;675;-553;-704
8545;435;807;-394
8546;43;-357;-329
8547;-707;-576;549
8548;767;-642;-652
8549;-68;-297;228
8550;-755;-31;-127
8551;-600;-685;-99
8552;472;769;-451
8553;-127;739;-755
8554;-656;-884;693
8555;191;190;788
8556;-657;-718;-634
8557;-406;-180;488
8558;-42;492;-550
8559;-493;-126;-149
8560;22;-357;192
8561;104;739;234
8562;-44;540;-841
8563;-636;-119;-260
8564;782;218;-516
8565;-457;421;494
8566;-5;-417;574
8567;701;858;588
8568;-539;-214;498
8569;277;-520;-545
8570;-45;-261;-16
8571;61;565;16
8572;391;636;650
8573;89;90;787
8574;-280;-464;152
8575;-95;32;-529
8576;-429;816;-190
8577;517;505;-22
8578;79;132;623
8579;645;142;-668
8580;-152;-329;247
8581;-242;536;-844
8582;-16;-698;776
8583;-488;688;-221
8584;304;-300;-573
8585;704;-342;514
8586;-641;-526;-573
8587;-473;472;-101
8588;579;-484;740
8589;833;758;-513
8590;36;-264;199
8591;85;296;582
8592;765;65;-548
8593;262;-576;-458
8594;515;707;747
8595;514;527;-439
8596;623;564;-524
8597;-583;473;285
8598;-519;586;-96
8599;712;-371;375
8600;350;-236;-424
8601;-302;-709;491
8602;842;723;-459
8603;-163;214;-565
8604;-679;535;648
8605;-614;-476;-739
8606;-156;-424;693
8607;645;676;655
8608;684;796;537
8609;298;390;-120
8610;-661;-724;-795
8611;456;302;-73
8612;-467;-32;694
8613;87;504;112
8614;-103;-831;590
8615;-198;-193;-675
8616;448;847;742
8617;293;264;653
8618;-583;-252;-171
8619;719;892;-325
8620;-580;-52;610
8621;416;678;870
8622;530;-685;-641
8623;-221;-289;389
8624;459;797;-554
8625;669;-25;-665
8626;758;35;-430
8627;237;-355;-354
8628;-689;551;-228
8629;-307;510;-859
8630;-545;-72;927
8631;-480;-729;-208
8632;173;754;155
8633;521;391;77
8634;-4;-210;26
8635;-778;325;502
8636;620;925;684
8637;17;866;244
8638;622;293;-142
8639;-310;711;-242
8640;441;728;-508
8641;99;582;140
8642;297;-362;-380
8643;-331;605;-576
8644;-384;-448;-698
8645;-548;-263;4
8646;48;34;633
8647;305;668;226
8648;-665;19;-272
8649;-507;795;-229
8650;-624;-617;-118
8651;-275;72;-458
8652;-93;30;-526
8653;-635;-539;-504
8654;-405;680;-205
8655;534;800;783
8656;-737;-86;-85
8657;712;-625;-624
8658;-171;748;-847
8659;309;125;70
8660;-661;531;497
8661;539;257;-725
8662;-697;-729;818
8663;-598;523;-330
8664;-482;-825;-682
8665;94;-468;-354
8666;-19;-558;450
8667;599;807;-409
8668;-655;-73;749
8669;-268;-161;177
8670;-731;-491;18
8671;-295;-600;-566
8672;-487;-589;-240
8673;737;18;-586
8674;153;291;442
8675;-6;776;-704
8676;143;894;154
8677;579;29;-622
8678;318;-385;-372
8679;-251;-203;37
8680;-300;-203;24
8681;-24;533;227
8682;-787;-840;926
8683;-246;-358;348
8684;-226;206;-467
8685;-429;-569;-761
8686;-331;25;-703
8687;648;-434;312
8688;467;715;924
8689;-117;563;-463
8690;27;706;-20
8691;-173;793;-694
8692;-153;27;-399
8693;416;137;-89
8694;-731;-681;67
8695;-464;-72;545
8696;-660;485;-131
8697;392;-525;506
8698;-719;565;546
8699;-32;-249;107
8700;-108;-138;-668
8701;-498;-294;911
8702;-56;722;-623
8703;-45;66;-502
8704;655;887;772
8705;-635;612;-186
8706;706;-599;530
8707;-436;73;668
8708;-669;412;638
8709;-371;-575;-593
8710;99;75;526
8711;189;-418;-306
8712;-970;-780;772
8713;506;731;940
8714;-272;195;-606
8715;412;-534;498
8716;-660;-857;650
8717;533;-483;-636
8718;-560;-7;857
8719;-576;107;-105
8720;-383;-633;-767
8721;-707;-165;-234
8722;408;-555;392
8723;-874;-165;-170
8724;-869;-532;725
8725;-32;656;21
8726;709;692;-484
8727;715;143;-765
8728;-344;493;-652
8729;300;365;-92
8730;-674;-440;58
8731;-90;498;-867
8732;-509;-176;588
8733;375;99;-523
8734;-56;524;-823
8735;-779;655;548
8736;-34;211;639
8737;717;-475;-428
8738;299;100;731
8739;-626;498;330
8740;-449;-109;511
8741;677;-351;-744
8742;-629;-710;-611
8743;-583;606;588
8744;-467;380;-140
8745;-342;650;-732
8746;-341;-464;545
8747;498;783;627
8748;13;481;247
8749;-221;466;-696
8750;-549;-274;-128
8751;125;879;209
8752;147;190;422
8753;-546;492;606
8754;-482;-97;746
8755;-780;-807;502
8756;258;-192;-352
8757;-236;120;-495
8758;-725;-86;-307
8759;-180;725;-692
8760;-596;367;427
8761;77;698;328
8762;-318;-661;-672
8763;-640;-763;-63
8764;-586;-850;689
8765;-601;-643;909
8766;-360;-566;-497
8767;580;-662;503
8768;-372;-653;-642
8769;108;-468;-460
8770;-479;-448;-803
8771;629;844;-415
8772;-232;-169;-517
8773;-607;758;-94
8774;-349;5;-567
8775;418;112;-445
8776;-576;-34;-141
8777;-250;-23;-630
8778;320;-578;544
8779;-564;-151;737
8780;671;-334;-452
8781;-454;707;-250
8782;644;-339;-482
8783;502;645;-373
8784;81;-138;-427
8785;740;769;858
8786;-823;495;340
8787;-909;460;537
8788;358;-321;-404
8789;-550;600;-8
8790;-12;-209;127
8791;-620;12;31
8792;-463;608;-110
8793;532;628;-567
8794;-373;-308;804
8795;826;777;-374
8796;311;404;-5
8797;-443;-691;-714
8798;13;-178;-528
8799;-706;-626;549
8800;-90;-207;-7
8801;669;757;-323
8802;172;340;696
8803;264;859;73
8804;-581;501;-155
8805;-357;-273;89
8806;-797;-191;-79
8807;-461;639;-205
8808;-84;-420;751
8809;527;-468;287
8810;-279;709;-781
8811;54;66;-612
8812;-187;683;-813
8813;-518;-712;683
8814;-666;83;-185
8815;-347;51;804
8816;-96;571;-511
8817;495;598;549
8818;13;-66;-551
8819;529;-267;507
8820;-36;-576;592
8821;-87;-258;57
8822;496;-504;-549
8823;412;-470;614
8824;631;-549;-532
8825;-597;-777;-616
8826;-355;-445;-697
8827;-698;-119;47
8828;878;-483;-610
8829;-579;50;-224
8830;-836;552;572
8831;226;-435;-400
8832;-119;-400;543
8833;0;-744;635
8834;335;181;460
8835;-119;-144;-464
8836;329;-40;674
8837;405;458;-93
8838;710;-737;-614
8839;-770;-685;485
8840;667;-397;621
8841;-431;-166;889
8842;-372;-72;855
8843;-155;197;-575
8844;465;316;123
8845;308;340;-9
8846;-848;-710;681
8847;82;263;685
8848;63;508;156
8849;-543;406;335
8850;55;201;671
8851;228;200;683
8852;-120;110;-697
8853;-594;-565;-704
